Age Pensioners-Count,Persons Aged 65 Years and Over,Age Pensioners-Percent,SAL2 Code,SAL2 Name,Children in Welfare-Dependent and Other Low Income Families - Count?,Children in Welfare-Dependent and Other Low Income Families - Percent?,Disability Support Pensioners - Percent,Disability Support Pensioners - Percent,Health Care Card Holders - Count ,Health Care Card Holders - Percent,Pensioner Concession Card Holders - Count,Pensioner Concession Card Holders - Percent,Seniors Health Card Holders - Count,Seniors Health Card Holders - Percent,People Receiving an Unemployment Benefit - Count,People Receiving an Unemployment Benefit - Percent,People Receiving an Unemployment Benefit Long-Term - Count ,People Receiving an Unemployment Benefit Long-Term - Percent,Young People Aged 16 to 24 Receiving an Unemployment Benefit - Count ,Young People Aged 16 to 24 Receiving an Unemployment Benefit - Percent,Welfare-Dependent and Other Low Income Families With Children - Count ,Welfare-Dependent and Other Low Income Families With Children - Percent,Total Families
1118.489903,1674.714241,66.78691059,208021182,Ormond - Glen Huntly,171.7434341,7.866338132,3.399412938,324.500157,607.574762,5.180089033,1579.780684,13.94826075,170.0173695,10.15202267,154.4827875,1.618337542,17.26064665,1.050843302,221.3677932,2.319014411,116.940881,3.783331007,3090.950298
901.218288,1317.301388,68.41397849,208031183,Aspendale Gardens - Waterways,168.6464478,8.791353636,3.589093601,217.7796649,455.9208431,5.708901452,1253.118356,16.7074862,124.8249299,9.475806452,117.0787019,1.929502556,15.27113504,1.512695856,164.2200318,2.706410012,103.5781333,4.41509434,2346.000455
1.234968534,1.805140648,68.41397849,208031184,Braeside,0.231101676,8.791353636,3.589093601,0.29843051,0.62476306,5.708901452,1.717188566,16.7074862,0.171051634,9.475806452,0.160436728,1.929502556,0.02092653,1.512695856,0.225036015,2.706410012,0.141936462,4.41509434,3.214800212
1287,1863,69.0821256,208031185,Carrum - Patterson Lakes,368,17.32351954,4.204357715,322,643,6.572625984,1812,18.72868217,172,9.232420827,207,2.702801389,30,2.455553758,280,3.655963231,219,7.108081792,3081
1775.420617,2249.627894,78.92063492,208031186,Chelsea - Bonbeach,397.7913451,15.93559517,5.192974973,466.3514333,799.8676957,6.969508401,2577.430816,22.72240761,127.1218302,5.650793651,292.80871,3.260520274,37.13671444,2.870263618,402.7905182,4.485203499,253.5294928,7.352941176,3448.001103
2768.477534,4022.396153,68.82657572,208031188,Cheltenham - Highett (East),473.0138712,11.86566402,4.411898729,616.2898236,1094.892473,6.097906055,3693.166305,20.2829399,411.5373101,10.23114816,336.3428386,2.407812827,50.29900457,2.222306306,470.4735175,3.368028214,290.1084001,5.265099124,5510.027318
1586.046029,2304.409326,68.82657572,208031190,Mentone,270.9871267,11.86566402,4.411898729,353.0691565,627.2580645,6.097906055,2115.7953,20.2829399,235.7675324,10.23114816,192.6890203,2.407812827,28.81603173,2.222306306,269.5317716,3.368028214,166.2015568,5.265099124,3156.665295
1242.892916,1816.723633,68.41397849,208031189,Edithvale - Aspendale,232.5845781,8.791353636,3.589093601,300.3454394,628.7719564,5.708901452,1728.207193,16.7074862,172.1492153,9.475806452,161.4661966,1.929502556,21.06080825,1.512695856,226.479996,2.706410012,142.8472212,4.41509434,3235.428514
1545,1936,79.80371901,212031305,Hampton Park - Lynbrook,1834,29.41955779,6.21233485,1052,2807,12.11584945,3656,18.92829407,45,2.324380165,883,5.214345696,175,4.975758422,1203,7.104029301,935,14.81540168,6311
1094.476436,1590.194521,68.82657572,208031191,Moorabbin - Heatherton,186.9990021,11.86566402,4.411898729,243.6410199,432.8494624,6.097906055,1460.038395,20.2829399,162.6951575,10.23114816,132.9681411,2.407812827,19.8849637,2.222306306,185.994711,3.368028214,114.6900432,5.265099124,2178.307387
0,0,68.82657572,208031192,Moorabbin Airport,0,11.86566402,4.411898729,0,0,6.097906055,0,20.2829399,0,10.23114816,0,2.407812827,0,2.222306306,0,3.368028214,0,5.265099124,0
1372.361514,1783.349838,76.95413903,209011196,Bundoora - East,325.6015135,18.43763071,5.685492467,361.608,856.9543784,10.54563869,1944.35027,23.56167799,135.2815135,7.585809057,214.4957838,3.372475617,37.03524324,2.994006996,270.0486486,4.245922539,186.204973,7.056530214,2638.761081
2221.447162,3248.68314,68.37992707,209011197,Greensborough,443.3868638,11.19997037,3.287081067,451.8484451,1250.621726,7.063658956,2949.14316,17.09502322,336.2068331,10.34901893,334.5145168,2.433506957,56.97464789,2.359193358,431.5406498,3.139347086,265.693655,4.662443081,5698.593
1926.653828,2816.169839,68.41397849,208031193,Mordialloc - Parkdale,360.5378725,8.791353636,3.589093601,465.5764652,974.6824374,5.708901452,2678.957262,16.7074862,266.8548032,9.475806452,250.2946647,1.929502556,32.64713018,1.512695856,351.0749362,2.706410012,221.4327091,4.41509434,5015.356231
234,315,74.28571429,209031211,Kinglake,165,19.48106494,5.7239819,151,247,7.087517934,489,16.21890547,31,9.841269841,87,3.297923347,20,4.484066499,117,4.435138294,88,9.214659686,955
311.5112961,617.3828775,50.45674369,209031212,Panton Hill - St Andrews,125.0689655,11.24981776,2.114259035,73.31629013,269.0475624,5.875108664,455.1581451,10.91748229,92.55766944,14.99193982,62.70035672,1.80812198,7.961950059,1.156718708,84.59571938,2.439529656,69.66706302,4.971590909,1401.30321
566.6809802,945.933625,59.90705534,209031213,Plenty - Yarrambat,168.2459046,8.363267553,2.415927834,155.0579833,496.3454002,5.887930217,814.8536803,10.86134342,129.0817748,13.64596536,97.91032451,1.525521441,13.98718922,1.019491997,139.8718922,2.179316345,97.51069053,3.985625613,2446.559211
409.7657551,812.1129608,50.45674369,209031214,Research - North Warrandyte,164.5172414,11.24981776,2.114259035,96.4411415,353.9084423,5.875108664,598.7205707,10.91748229,121.7514863,14.99193982,82.47681332,1.80812198,10.47324614,1.156718708,111.2782402,2.439529656,91.64090369,4.971590909,1843.29132
443,671,66.02086438,212031306,Lynbrook - Lyndhurst,558,14.31026803,2.465375468,238,910,6.71438058,990,9.428571429,38,5.66318927,194,2.009591768,48,3.46394832,290,3.004028931,271,8.369363805,3238
1312.979856,2947.585846,44.54424484,208041194,Malvern - Glen Iris,167.1867554,4.460121331,2.102393336,294.6605279,731.9936241,4.120666814,1735.114157,10.09268501,483.4197678,16.40053227,170.6187416,1.217359203,19.12106587,0.661412891,235.826479,1.682614301,109.3332741,2.276439363,4802.819519
1673.265013,2623.408316,63.78210371,209011198,Heidelberg - Rosanna,254.9164959,9.404540012,3.71160119,336.8845948,769.899316,6.531711935,2183.527157,18.43411471,356.6256029,13.59398004,185.8229676,2.047290848,30.8989692,1.890805155,255.7748006,2.817980012,154.0656937,4.124066628,3735.771207
1365.020144,3064.414154,44.54424484,208041195,Malvern East,173.8132446,4.460121331,2.102393336,306.3394721,761.0063759,4.120666814,1803.885843,10.09268501,502.5802322,16.40053227,177.3812584,1.217359203,19.87893413,0.661412891,245.173521,1.682614301,113.6667259,2.276439363,4993.180481
960,1243,77.23250201,209041217,Bundoora - West,192,21.83396417,5.874861702,260,545,10.27332705,1427,24.98686745,72,5.792437651,167,3.773468862,22,2.40532821,205,4.632102496,113,6.754333533,1673
1295.638486,1683.650162,76.95413903,209011204,Watsonia,307.3984865,18.43763071,5.685492467,341.392,809.0456216,10.54563869,1835.64973,23.56167799,127.7184865,7.585809057,202.5042162,3.372475617,34.96475676,2.994006996,254.9513514,4.245922539,175.795027,7.056530214,2491.238919
811,1136,71.39084507,209021205,Kingsbury,263,14.60461478,2.239384289,185,781,7.761876367,1102,11.61344715,76,6.690140845,157,1.900450451,22,0.767834884,192,2.324117749,155,6.837229819,2267
1542,2064,74.70930233,209011199,Heidelberg West,1168,42.18418289,11.24667217,1086,1526,12.28169014,3277,27.6306914,66,3.197674419,660,6.834994137,98,5.76067442,800,8.284841378,584,17.84841076,3272
880,1583,55.59065066,209011200,Ivanhoe,127,5.580124195,3.39491756,270,553,5.406198064,1278,13.19157721,226,14.27668983,139,1.747753855,null,null,182,2.288425911,74,2.56232687,2888
2098,2718,77.18910964,209041218,Epping,1919,25.2682226,5.785761297,1323,2904,9.533501855,4652,17.90952839,109,4.010301692,975,4.263883042,161,4.031570588,1240,5.422784587,1036,13.98488121,7408
446,1332,33.48348348,209011201,Ivanhoe East - Eaglemont,119,7.713880753,1.506498727,80,279,4.071209689,557,8.262869011,281,21.0960961,42,0.790911832,null,null,65,1.224030216,72,3.474903475,2072
1716.552838,2510.31686,68.37992707,209011202,Montmorency - Briar Hill,342.6131362,11.19997037,3.287081067,349.1515549,966.3782736,7.063658956,2278.85684,17.09502322,259.7931669,10.34901893,258.4854832,2.433506957,44.02535211,2.359193358,333.4593502,3.139347086,205.306345,4.662443081,4403.407
2225.734987,3489.591684,63.78210371,209011203,Viewbank - Yallambie,339.0835041,9.404540012,3.71160119,448.1154052,1024.100684,6.531711935,2904.472843,18.43411471,474.3743971,13.59398004,247.1770324,2.047290848,41.1010308,1.890805155,340.2251994,2.817980012,204.9343063,4.124066628,4969.228793
1334.423178,1668.920967,79.95724212,210011226,Airport West,179.7368117,14.44381209,4.843891849,220.991539,439.5300942,7.569415108,1738.496507,27.57693668,116.8512275,7.001603421,142.2730594,3.118469223,18.50887764,2.471889182,184.8657778,4.052054837,105.2553041,5.198237885,2024.826614
0,0,79.95724212,210011227,Essendon Airport,0,14.44381209,4.843891849,0,0,7.569415108,0,27.57693668,0,7.001603421,0,3.118469223,0,2.471889182,0,4.052054837,0,5.198237885,0
1532,2242,68.33184657,211041269,Forest Hill,267,13.85210436,4.731352689,306,649,7.730792138,1996,22.67666439,225,10.03568243,192,2.968691883,null,null,232,3.587169359,166,6.100698273,2721
1858.315463,2787.678171,66.66176471,211041270,Mitcham (Vic.),306.6445988,10.22666385,3.416570775,343.950292,885.9077247,6.780458724,2403.142565,18.44266163,347.2299134,12.45588235,202.9265727,2.015736035,25.00711301,1.399471991,275.4881957,2.736514375,185.2986078,4.437027584,4176.187872
3473,4140,83.88888889,209021206,Preston,1189,21.24545566,6.82372142,1525,2839,10.15924137,5932,22.2005988,221,5.338164251,1077,4.819113422,121,3.334702983,1384,6.192806849,699,9.337429869,7486
3796,4787,79.29809902,209021207,Reservoir - East,1291,29.71261032,8.429163577,1473,2331,10.68285976,6241,27.75381331,192,4.010862753,1008,5.768225992,97,3.34708574,1244,7.118723347,734,11.63048645,6311
3795,4617,82.19623132,209021208,Reservoir - West,1204,29.02378737,7.520349884,1173,1906,9.652587866,5758,28.18680243,251,5.436430583,743,4.763529381,88,3.447359259,907,5.814967899,684,11.12737921,6147
1514,2654,57.04596835,209031209,Eltham,323,6.379375522,2.260590198,359,1171,5.591100076,2100,11.10699741,413,15.56141673,253,1.593117883,28,0.911811991,332,2.090573665,190,2.97852328,6379
217.7229489,431.5041617,50.45674369,209031210,Hurstbridge,87.4137931,11.24981776,2.114259035,51.24256837,188.0439952,5.875108664,318.1212842,10.91748229,64.69084423,14.99193982,43.82282996,1.80812198,5.564803805,1.156718708,59.12604043,2.439529656,48.69203329,4.971590909,979.4054697
851.3190198,1421.066375,59.90705534,209031215,Wattle Glen - Diamond Creek,252.7540954,8.363267553,2.415927834,232.9420167,745.6545998,5.887930217,1224.14632,10.86134342,193.9182252,13.64596536,147.0896755,1.525521441,21.01281078,1.019491997,210.1281078,2.179316345,146.4893095,3.985625613,3675.440789
925,1163,79.53568358,210031236,Coburg North,195,15.27699434,6.665840263,307,538,9.146548793,1462,25.09009782,56,4.815133276,213,4.624833798,null,null,259,5.623624196,115,6.736965436,1707
511,664,76.95783133,209041216,Bundoora - North,171,13.85823826,4.360999892,186,490,8.910711038,797,15.99117175,40,6.024096386,86,2.016376294,null,null,111,2.602532193,100,6.963788301,1436
2296,2713,84.62956137,210031237,Fawkner,950,32.02409135,7.741462128,612,1256,11.55261221,3477,32.24520078,107,3.943973461,412,5.211572544,51,3.349790316,523,6.615661263,452,13.85228317,3263
3425.117951,3886.809417,88.12158209,209041219,Lalor,1630.255304,41.23932124,10.66437718,1449.829839,2224.917867,12.67887324,6044.005945,34.09743718,122.5904534,3.154012463,876.4228789,6.446621461,136.4313111,5.679271569,1111.717459,8.177355706,846.7638982,14.93070688,5671.291421
1434,1783,80.4262479,209041220,Mill Park - North,839,22.92830064,4.816703963,633,1494,8.892327838,2596,17.07782383,81,4.542905216,373,2.838278955,74,2.608603613,490,3.728570208,454,9.013301568,5037
1015,1283,79.11145752,209041221,Mill Park - South,565,24.19343363,5.813258034,513,1073,9.614695341,1966,19.11707507,61,4.754481684,354,4.011488,60,3.173502374,448,5.076685379,305,8.994396933,3391
2069,2627,78.75904073,209041222,South Morang,2113,14.61688209,2.726539369,924,3008,6.221946427,4270,11.48775895,158,6.014465169,783,2.310476543,147,2.777193836,1033,3.048176589,1109,10.46522601,10597
3503.882049,3976.190583,88.12158209,209041223,Thomastown,1667.744696,41.23932124,10.66437718,1483.170161,2276.082133,12.67887324,6182.994055,34.09743718,125.4095466,3.154012463,896.5771211,6.446621461,139.5686889,5.679271569,1137.282541,8.177355706,866.2361018,14.93070688,5801.708579
982.4137009,1394.433553,70.45252884,209041224,Wallan,639.0638243,19.08343672,4.364736943,382.3247274,871.6756326,7.199059881,1766.241257,17.0407067,105.1702325,7.542147294,269.7307138,3.079328976,50.72917095,3.347035924,361.2906809,4.124605785,327.2650175,10.07811012,3247.285589
605.5862991,859.5664472,70.45252884,209041225,Whittlesea,393.9361757,19.08343672,4.364736943,235.6752726,537.3243674,7.199059881,1088.758743,17.0407067,64.82976754,7.542147294,166.2692862,3.079328976,31.27082905,3.347035924,222.7093191,4.124605785,201.7349825,10.07811012,2001.714411
1228,1795,68.41225627,210011228,Keilor,157,10.93822573,3.215812628,173,469,6.88187821,1596,21.96229531,194,10.80779944,151,2.806865357,null,null,199,3.699113948,95,3.938640133,2412
4649.576822,5815.079033,79.95724212,210011229,Keilor East,626.2631883,14.44381209,4.843891849,770.008461,1531.469906,7.569415108,6057.503493,27.57693668,407.1487725,7.001603421,495.7269406,3.118469223,64.49112236,2.471889182,644.1342222,4.052054837,366.7446959,5.198237885,7055.173386
799,1087,73.5050598,210011230,Niddrie - Essendon West,149,11.02320194,2.926621495,126,306,5.409227506,1041,19.03107861,107,9.843606256,108,2.50853271,null,null,141,3.275028816,91,5.312317572,1713
839,1387,60.49026676,210011231,Strathmore,149,7.324203503,2.256506182,138,435,5.337423313,1109,14.48158788,214,15.42898342,111,1.815015842,null,null,144,2.354615147,88,3.609515997,2438
962.4419831,1608.169831,59.84703633,210021232,Gisborne,238.6118143,8.805814128,2.268294117,170.3491561,551.021097,5.391743892,1273.621308,13.69980816,150.6698312,9.369024857,150.6698312,2.006252919,31.97890295,2.341477222,190.6434599,2.538524102,126.0706751,4.068267513,3098.878692
276.5597935,462.1110926,59.84703633,210021233,Macedon,68.56562292,8.805814128,2.268294117,48.95019987,158.3371086,5.391743892,365.9778481,13.69980816,43.29530313,9.369024857,43.29530313,2.006252919,9.189207195,2.341477222,54.78181213,2.538524102,36.22668221,4.068267513,890.4695203
325.9982234,544.7190762,59.84703633,210021234,Riddells Creek,80.82256274,8.805814128,2.268294117,57.70064402,186.6417944,5.391743892,431.4008439,13.69980816,51.03486565,9.369024857,51.03486565,2.006252919,10.83188985,2.341477222,64.57472796,2.538524102,42.70264268,4.068267513,1049.651788
770,1237,62.24737268,210021235,Romsey,348,16.96599449,4.453141755,254,550,7.092198582,1234,17.402341,133,10.75181892,185,3.243430019,29,3.190887046,243,4.26028916,178,7.510548523,2370
4336,5130,84.52241715,210031238,Glenroy - Hadfield,1586,26.76611689,7.257324077,1374,2448,9.847936278,6847,28.07413178,240,4.678362573,932,4.922726375,130,3.871815396,1160,6.126998493,842,11.79932735,7136
1057,1230,85.93495935,210051247,Meadow Heights,2283,54.8323487,12.12829622,1266,2545,17.4291193,3624,30.27821873,null,null,1024,9.809933121,155,6.388066204,1254,12.01333607,1088,28.44444444,3825
9.58496732,14.2745098,67.1474359,210051248,Melbourne Airport,5.718954248,19.45372512,3.924597053,4.18627451,9.504901961,6.985541358,16.8251634,13.62667902,1.429738562,10.01602564,2.43627451,2.28398681,0.411764706,1.646242464,3.236928105,3.034592804,2.870915033,7.512720742,38.21405229
2679,3560,75.25280899,210031239,Pascoe Vale,770,18.8014529,4.407598455,649,1401,7.444208289,3815,20.61159436,221,6.207865169,479,3.253065731,64,2.749646624,600,4.074821376,412,7.52786406,5473
1168.987653,1532.474574,76.28104721,210041240,Sunbury,532.8855422,18.74091507,4.138849454,363.4869207,949.8667644,8.170368404,1895.961495,18.03267995,100.8161837,6.578652942,275.358488,3.13537369,54.18012591,3.116996499,367.2589547,4.181799779,298.6765169,8.567774936,3486.045316
2240.012347,2936.525426,76.28104721,210041241,Sunbury - South,1021.114458,18.74091507,4.138849454,696.5130793,1820.133236,8.170368404,3633.038505,18.03267995,193.1838163,6.578652942,527.641512,3.13537369,103.8198741,3.116996499,703.7410453,4.181799779,572.3234831,8.567774936,6679.954684
852.275539,1025.465221,83.11111111,210051250,Tullamarine,298.3902721,27.68881504,5.726625768,253.6183265,527.6119097,9.581771264,1356.026951,24.53196236,52.81481006,5.150326797,192.224461,4.340370693,31.36717146,3.962976508,250.1330852,5.647930066,161.125385,9.097789888,1771.038758
1448.115621,1819.435259,79.59148936,211011251,Bayswater,482.4987462,22.96207876,5.991611738,467.6335731,874.567689,8.828586613,2250.834973,23.11190257,102.8174479,5.65106383,307.8329613,3.944147064,52.02810614,3.926242703,413.4376292,5.297219649,280.5801438,8.958765945,3131.906175
1496,1721,86.92620569,210051242,Broadmeadows,1839,62.49585737,13.09741254,1043,2061,18.89785439,3617,36.61672403,20,1.162115049,1007,12.64534461,144,8.523711219,1209,15.181948,868,31.41512848,2763
3227.884379,4055.564741,79.59148936,211011252,Boronia - The Basin,1075.501254,22.96207876,5.991611738,1042.366427,1949.432311,8.828586613,5017.165027,23.11190257,229.1825521,5.65106383,686.1670387,3.944147064,115.9718939,3.926242703,921.5623708,5.297219649,625.4198562,8.958765945,6981.093825
1515.859369,2304.765311,65.77066057,211031265,Croydon Hills - Warranwood,605.6846784,14.86640135,2.940978418,367.1015951,967.5137192,5.843716413,2112.317078,14.00113582,298.5583888,12.95396054,195.7435794,1.568169821,32.95346455,1.248977297,275.4909636,2.207053822,346.0113778,6.914263137,5004.313127
2214,2510,88.20717131,210051243,Campbellfield - Coolaroo,2358,57.98917685,13.36882223,1370,2433,16.99734526,4937,37.94481592,54,2.151394422,1005,9.807055725,159,6.904865815,1263,12.32468794,1083,27.79060816,3897
1622,2134,76.00749766,210051244,Craigieburn - Mickleham,3365,30.35356744,4.385066387,1239,3693,9.387153351,4629,14.95493167,86,4.029990628,1194,4.225802474,207,3.795387592,1553,5.496374575,1659,17.80807213,9316
2326.724461,2799.534779,83.11111111,210051245,Gladstone Park - Westmeadows,814.6097279,27.68881504,5.726625768,692.3816735,1440.38809,9.581771264,3701.973049,24.53196236,144.1851899,5.150326797,524.775539,4.340370693,85.63282854,3.962976508,682.8669148,5.647930066,439.874615,9.097789888,4834.961242
828.4150327,1233.72549,67.1474359,210051246,Greenvale - Bulla,494.2810458,19.45372512,3.924597053,361.8137255,821.495098,6.985541358,1454.174837,13.62667902,123.5702614,10.01602564,210.5637255,2.28398681,35.58823529,1.646242464,279.7630719,3.034592804,248.129085,7.512720742,3302.785948
558.1383005,794.6173883,70.23988006,211011257,Rowville - North,213.6452548,11.53949429,2.368718872,135.0174473,526.9651546,6.978334034,818.8411068,12.33659398,68.89860913,8.670664668,117.7431562,2.065662193,20.64972723,1.676202417,160.6310513,2.818078776,120.3243721,5.379494008,2236.722858
833,1007,82.72095333,210051249,Roxburgh Park - Somerton,1927,29.29456853,7.217466582,1078,2939,13.66087199,3355,20.4722968,36,3.574975174,1034,6.922876109,163,4.704199916,1347,9.018485608,950,19.1377921,4964
3327,4102,81.10677718,211011253,Ferntree Gully,930,16.77991288,5.073451659,982,2034,8.16933087,5022,21.05660377,244,5.948317894,649,3.353024569,124,3.634595424,864,4.463810828,531,6.805947193,7802
1538,2047,75.13434294,211011254,Knoxfield - Scoresby,477,17.6056215,3.692285133,331,1050,8.994346411,2193,19.59085224,138,6.741573034,286,3.190312834,40,2.480407715,383,4.272342012,280,7.413290972,3777
452.4512213,644.151472,70.23988006,211011255,Lysterfield,173.1901509,11.53949429,2.368718872,109.4510247,427.1809112,6.978334034,663.7882735,12.33659398,55.85221409,8.670664668,95.44773185,2.065662193,16.73956849,1.676202417,130.2145279,2.818078776,97.54017791,5.379494008,1813.18499
784.1406307,1192.234689,65.77066057,211031268,Ringwood North,313.3153216,14.86640135,2.940978418,189.8984049,500.4862808,5.843716413,1092.682922,14.00113582,154.4416112,12.95396054,101.2564206,1.568169821,17.04653545,1.248977297,142.5090364,2.207053822,178.9886222,6.914263137,2588.686873
1052.380818,1498.266821,70.23988006,211011256,Rowville - Central,402.8323586,11.53949429,2.368718872,254.5780705,993.6032339,6.978334034,1543.941122,12.33659398,129.9096918,8.670664668,222.0070526,2.065662193,38.9354696,1.676202417,302.873028,2.818078776,226.8739863,5.379494008,4217.385241
748.0296604,1064.964319,70.23988006,211011258,Rowville - South,286.3322357,11.53949429,2.368718872,180.9534575,706.2507003,6.978334034,1097.429498,12.33659398,92.33948494,8.670664668,157.8020593,2.065662193,27.67523468,1.676202417,215.2813928,2.818078776,161.2614636,5.379494008,2997.70691
1703.47017,2353.397356,72.38344879,211011259,Wantirna,342.8090513,14.588096,3.258579164,311.0837921,913.4230892,7.67806215,2225.174433,18.43738591,186.3858981,7.919865194,225.6018436,2.363162227,32.16588785,1.679750094,312.4056779,3.272425818,204.4516707,5.293178188,3862.550314
2162.52983,2987.602644,72.38344879,211011260,Wantirna South,435.1909487,14.588096,3.258579164,394.9162079,1159.576911,7.67806215,2824.825567,18.43738591,236.6141019,7.919865194,286.3981564,2.363162227,40.83411215,1.679750094,396.5943221,3.272425818,259.5483293,5.293178188,4903.449686
1349.667869,2565.037404,52.61786307,211021261,Donvale - Park Orchards,263.7351892,8.237689296,2.03932183,212.0819839,690.9375809,5.07997498,1717.924838,13.01565378,393.7797295,15.35181237,148.8827681,1.431615611,20.05359733,0.950041548,198.1052343,1.904925262,150.7058224,3.500352858,4305.446579
871.332131,1655.962596,52.61786307,211021262,Warrandyte - Wonga Park,170.2648108,8.237689296,2.03932183,136.9180161,446.0624191,5.07997498,1109.075162,13.01565378,254.2202705,15.35181237,96.11723192,1.431615611,12.94640267,0.950041548,127.8947657,1.904925262,97.29417761,3.500352858,2779.553421
1221.059352,1715.432134,71.1808604,211031263,Bayswater North,385.1815348,16.00721713,4.83169223,382.1693625,803.1204436,7.785239799,1850.226845,18.96345464,150.6086158,8.779631255,269.9659438,3.413126433,40.66432626,2.97920126,357.3189409,4.517513228,224.030316,7.200774537,3111.19748
4207,5655,74.39434129,211031264,Croydon,1086,18.95288157,5.683228102,1145,2207,8.528809367,6179,23.64262483,447,7.904509284,807,4.005559021,124,3.62043732,1057,5.246438519,622,7.725748354,8051
2150,2898,74.18909593,211031266,Ringwood,506,16.08876407,5.873288985,646,1335,9.438631222,3183,22.65319194,232,8.005521049,514,4.673174208,76,4.108223634,640,5.818738313,289,6.764981273,4272
2021.940648,2840.567866,71.1808604,211031267,Ringwood East,637.8184652,16.00721713,4.83169223,632.8306375,1329.879556,7.785239799,3063.773155,18.96345464,249.3913842,8.779631255,447.0340562,3.413126433,67.33567374,2.97920126,591.6810591,4.517513228,370.969684,7.200774537,5151.80252
964.5080308,1352.758092,71.29937246,211051275,Chirnside Park,309.8510138,16.08697688,4.662919349,291.6244835,648.9144116,7.932728993,1449.133992,18.73043534,105.6140039,7.80730897,178.2704463,2.850448986,32.20852601,2.575011976,240.1907133,3.840520902,174.0259118,6.834673465,2546.221304
1666,2255,73.88026608,211051276,Healesville - Yarra Glen,592,21.88121202,6.397821096,537,850,7.658347599,2588,23.91424875,199,8.824833703,302,3.598029741,39,2.798743249,392,4.67029026,329,9.343936382,3521
1433,1641,87.32480195,211051277,Kilsyth,327,20.01287146,5.794241144,329,578,7.904814004,1999,26.92981274,68,4.143814747,199,3.504723367,39,3.654931145,254,4.473365504,187,8.03609798,2327
1800.429027,2546.240107,70.7093185,211051278,Lilydale - Coldstream,656.5687286,16.16649403,4.396983925,529.0796551,1091.448124,6.781674955,2726.141355,18.34167262,229.4803323,9.012517385,294.6414143,2.448655037,62.3279915,2.584496782,404.4236721,3.361014486,370.4265858,7.451203875,4971.365594
494.0687852,676.8370877,72.99670692,211051279,Monbulk - Silvan,192.0553097,15.12387735,4.080600957,153.7928399,358.1069992,7.107048068,775.6508447,17.08115183,55.72204344,8.232711306,104.0144811,2.759826734,23.77473854,3.346292464,140.4195495,3.725766091,109.5866854,7.062485037,1551.67317
1387,1833,75.66830333,211041271,Nunawading,291,12.84137306,4.61525002,349,721,7.336182336,1898,19.99367955,168,9.165302782,207,2.737411903,26,2.199871547,257,3.398622507,180,6.13706103,2933
1242.306219,1863.596358,66.66176471,211041272,Vermont,204.9955993,10.22666385,3.416570775,229.9349035,592.2399601,6.780458724,1606.529684,18.44266163,232.1273698,12.45588235,135.6588525,2.015736035,16.71755556,1.399471991,184.1671695,2.736514375,123.8743461,4.437027584,2791.831779
1432.378318,2148.725471,66.66176471,211041273,Vermont South,236.3598018,10.22666385,3.416570775,265.1148045,682.8523152,6.780458724,1852.327752,18.44266163,267.6427168,12.45588235,156.4145747,2.015736035,19.27533143,1.399471991,212.3446348,2.736514375,142.827046,4.437027584,3218.980349
749.8532881,1125.462237,66.62625038,211051274,Belgrave - Selby,296.8027119,14.14219426,3.499677171,247.3355932,667.6355254,7.28375763,1213.138441,14.55229989,111.5568814,9.912094574,205.7149831,2.910765978,28.9979661,2.290366456,266.7812881,3.774824204,170.9174237,6.082311521,2810.073492
1038,1382,75.10853835,212021294,Berwick - South,784,11.17802472,2.524577002,400,1555,6.802869892,1959,11.11678584,71,5.13748191,360,2.272119302,86,3.030048446,505,3.187278465,421,6.707025649,6277
711.5691028,998.0019153,71.29937246,211051280,Montrose,228.5936465,16.08697688,4.662919349,215.1469614,478.7388295,7.932728993,1069.103565,18.73043534,77.91709306,7.80730897,131.5196323,2.850448986,23.76195037,2.575011976,177.2015213,3.840520902,128.3882124,6.834673465,1878.483487
2186.922866,3067.239992,71.29937246,211051281,Mooroolbark,702.5553397,16.08697688,4.662919349,661.228555,1471.346759,7.932728993,3285.762443,18.73043534,239.4689031,7.80730897,404.2099215,2.850448986,73.02952363,2.575011976,544.6077653,3.840520902,394.5858757,6.834673465,5773.295209
719.528339,1079.94722,66.62625038,211051282,Mount Dandenong - Olinda,284.799661,14.14219426,3.499677171,237.3330508,640.6355593,7.28375763,1164.077695,14.55229989,107.0453898,9.912094574,197.3956271,2.910765978,27.82525424,2.290366456,255.992339,3.774824204,164.005322,6.082311521,2696.430814
1676.332288,2105.649075,79.61119014,212041310,Clayton South,439.3008975,22.24144884,6.342990074,531.1547215,918.0390347,8.870773238,2536.962683,23.88831437,88.35938506,4.196301565,271.5678275,3.243032519,29.95233392,1.933348941,359.428007,4.292248923,260.5853051,8.186951066,3182.934685
835.9312148,1145.162912,72.99670692,211051283,Mount Evelyn,324.9446903,15.12387735,4.080600957,260.2071601,605.8930008,7.107048068,1312.349155,17.08115183,94.27795656,8.232711306,175.9855189,2.759826734,40.22526146,3.346292464,237.5804505,3.725766091,185.4133146,7.062485037,2625.32683
2266,2799,80.95748482,212021296,Endeavour Hills,1366,26.06555441,5.881595322,1081,2339,9.902624894,4275,19.840349,131,4.680242944,759,4.129630758,132,3.570107964,967,5.261334576,719,10.00974523,7183
